-53.3455;52.5301;2
-70.7214;-43.6396;2
-11.3121;-72.9925;2
13.7002;20.4552;2
7.6597;57.0885;2
86.8394;38.2499;2
-32.4664;36.0506;2
-91.0149;-45.1141;2
18.3461;-50.6294;2
-67.1692;57.7888;2
20.9587;0.88993;2
84.5914;-16.1394;2
-3.6497;14.2184;2
-45.1928;-65.6956;2
9.67522;-23.098;2
-81.2088;-46.0523;2
-89.1473;-72.6306;2
3.38815;14.588;2
-74.7724;61.1998;2
-77.6718;-21.6689;2
55.0724;82.1844;2
21.1174;-1.00422;2
78.0048;-32.0937;2
-54.9154;-18.4917;2
88.5441;-42.7054;2
-57.9799;83.5903;2
92.4996;-8.3672;2
46.5277;-77.1238;2
75.9394;92.9965;2
-60.5678;30.4407;2
97.3726;92.3118;2
17.6918;12.7664;2
99.3444;56.1707;2
47.7462;-82.6302;2
33.282;11.4357;2
-83.3972;44.5886;2
79.4684;39.1628;2
17.6257;76.8142;2
61.1712;-30.0745;2
-93.1257;-97.877;2
-64.476;40.1313;2
-89.8062;-39.427;2
-13.05;24.0078;2
22.1206;51.4181;2
64.5315;79.6252;2
61.2788;18.059;2
97.7333;-64.3949;2
-49.5978;-11.0612;2
-80.8242;-23.2581;2
53.5378;-96.6893;2
-10.6384;-70.5865;2
28.3314;-10.717;2
73.1643;61.2466;2
-97.2373;80.2199;2
94.3554;-63.2752;2
-4.40484;63.5613;2
26.8448;93.8054;2
-21.2037;-42.6526;2
-27.8395;-61.7843;2
-74.9445;41.4881;2
-77.5919;16.739;2
80.9308;59.4531;2
-59.8051;92.1603;2
23.5931;-34.7909;2
-90.1013;51.9024;2
90.9703;91.3058;2
63.0328;2.7468;2
43.0384;59.0512;2
77.8415;-19.2337;2
73.5197;-98.9548;2
-34.9364;9.78738;2
-77.6622;-86.8171;2
-19.0419;-5.77988;2
-64.5138;18.9738;2
-32.7029;-59.083;2
93.942;39.2923;2
44.1565;48.9767;2
44.5284;-38.8782;2
-68.8172;71.3594;2
-50.4289;-96.1737;2
-35.8268;-74.0113;2
-12.7408;10.9087;2
57.8182;-63.5904;2
-79.2965;23.0001;2
81.437;0.205693;2
9.05075;63.821;2
13.7149;-92.0459;2
-46.0914;14.424;2
-8.23655;86.5748;2
54.7725;53.9334;2
-48.0627;17.8626;2
26.8958;30.056;1
-44.0934;8.70891;2
-65.2057;53.4106;2
-83.1322;43.1449;2
-20.6941;-1.81442;2
37.0108;71.252;2
-14.8898;-84.4328;2
-59.7885;-17.3695;2
-9.81163;-51.9778;2
-98.2188;-72.9947;2
-36.5347;-9.24021;2
-35.4798;-32.0696;2
45.957;-96.9882;2
86.5819;-95.1808;2
-85.0706;-63.215;2
-69.4623;5.73532;2
64.7528;-7.28031;2
-53.817;-35.5051;2
51.2581;-94.5829;2
-43.9333;-13.6122;2
5.94967;-97.1958;2
56.486;8.16787;2
-90.0956;-35.1063;2
-74.6856;-5.61334;2
-82.9544;78.6203;2
25.1274;-86.0501;2
-31.2587;-17.8704;2
-77.2771;83.9628;2
-14.1136;-83.3873;2
-16.8148;55.5275;2
-77.7089;7.7354;2
-62.9314;26.6476;2
-46.9727;-37.8455;2
72.3858;90.6318;2
-1.7243;-8.91315;2
92.1919;38.4712;2
81.8667;49.8147;2
-3.67057;89.5224;2
63.5149;8.73617;2
-7.29839;-80.0518;2
-24.1533;-88.2805;2
56.3269;-17.3146;2
-88.6869;12.9454;2
51.3947;23.8041;2
22.0751;-65.2938;2
-60.033;-53.3332;2
11.7762;21.069;2
-46.6224;85.5889;2
26.4374;7.71493;2
59.6182;21.2125;2
-32.0765;-60.4854;2
98.8588;-38.8878;2
9.95022;-15.1751;2
-25.3858;4.34559;2
29.1751;93.3567;2
72.0993;28.4398;2
-28.1138;-13.9324;2
-9.23318;74.9397;2
-53.1207;0.919156;2
1.94662;-40.935;2
30.0281;19.8787;2
24.3036;-84.3082;2
-32.9615;-0.414958;2
-43.1454;-12.5571;2
-2.56701;-87.5466;2
-58.8406;23.4215;2
63.2051;66.8291;2
-12.2137;-52.0375;2
79.0781;-59.1007;2
-93.5387;-39.684;2
-86.8973;86.8713;2
2.39152;-55.2545;2
-3.01344;-21.7223;2
17.3137;22.156;2
-62.7979;65.2449;2
-9.91521;47.6263;2
-22.18;-79.0955;2
12.8167;30.7425;2
-3.67494;19.2844;2
62.4642;95.9541;2
-86.7815;6.49417;2
-81.706;10.7215;2
23.349;4.78107;2
16.2419;-12.8961;2
72.4307;-59.6902;2
89.1326;93.226;2
-53.9994;-62.7551;2
96.2465;96.9267;2
-59.0252;62.0164;2
31.9014;-15.8466;2
84.8551;58.653;2
75.807;19.84;2
16.231;98.7815;2
-48.0226;-96.1261;2
-36.4972;11.3454;2
-77.3552;-0.614161;2
-93.0451;-47.6263;2
30.2468;27.6632;2
57.5283;-86.0487;2
-88.1204;41.9195;2
-98.9391;99.4844;2
-15.0027;-84.7099;2
47.8057;14.5525;2
-19.9562;-58.3484;2
70.9504;56.2694;2
-63.604;-91.5132;2
23.203;44.6814;2
-43.0695;33.2412;2
78.6144;-88.0378;2
